name,value,units,def_num,raw_value
eE,820.4205322265625,c/hr,1,820.4205322265625
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.69522094726562,runEco,10,134.69522094726562
timestamp,2022-05-04T13:52:29+00:00,,253,1020606749
position_lat,38.7882330827415,deg,0,462761646
position_long,-77.05252722837031,deg,1,-919272457
distance,1.29546,km,5,129546
enhanced_altitude,-13.0,m,78,-13.0
altitude,-13.0,m,2,2435
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7471313476562,c/hr,1,836.7471313476562
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7789899110794067,runEco,9,1.7789899110794067
frnrRE,134.72116088867188,runEco,10,134.72116088867188
timestamp,2022-05-04T13:52:30+00:00,,253,1020606750
position_lat,38.78820366226137,deg,0,462761295
position_long,-77.05254768021405,deg,1,-919272701
distance,1.29918,km,5,129918
enhanced_altitude,-13.0,m,78,-13.0
altitude,-13.0,m,2,2435
enhanced_speed,12.229199999999999,km/h,73,3.397
speed,12.229199999999999,km/h,6,3397
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7471313476562,c/hr,1,836.7471313476562
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7789899110794067,runEco,9,1.7789899110794067
frnrRE,134.79283142089844,runEco,10,134.79283142089844
timestamp,2022-05-04T13:52:31+00:00,,253,1020606751
position_lat,38.78817734308541,deg,0,462760981
position_long,-77.05256352201104,deg,1,-919272890
distance,1.3024,km,5,130240
enhanced_altitude,-13.0,m,78,-13.0
altitude,-13.0,m,2,2435
enhanced_speed,12.229199999999999,km/h,73,3.397
speed,12.229199999999999,km/h,6,3397
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7471313476562,c/hr,1,836.7471313476562
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.81837463378906,runEco,10,134.81837463378906
timestamp,2022-05-04T13:52:32+00:00,,253,1020606752
position_lat,38.7881501019001,deg,0,462760656
position_long,-77.05258078873158,deg,1,-919273096
distance,1.30578,km,5,130578
enhanced_altitude,-12.800000000000011,m,78,-12.800000000000011
altitude,-12.800000000000011,m,2,2436
enhanced_speed,12.2652,km/h,73,3.407
speed,12.2652,km/h,6,3407
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7471313476562,c/hr,1,836.7471313476562
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7887645959854126,runEco,9,1.7887645959854126
frnrRE,134.8666229248047,runEco,10,134.8666229248047
timestamp,2022-05-04T13:52:33+00:00,,253,1020606753
position_lat,38.78812286071479,deg,0,462760331
position_long,-77.05259730108082,deg,1,-919273293
distance,1.30915,km,5,130915
enhanced_altitude,-12.800000000000011,m,78,-12.800000000000011
altitude,-12.800000000000011,m,2,2436
enhanced_speed,12.2652,km/h,73,3.407
speed,12.2652,km/h,6,3407
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7471313476562,c/hr,1,836.7471313476562
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7887645959854126,runEco,9,1.7887645959854126
frnrRE,134.86288452148438,runEco,10,134.86288452148438
timestamp,2022-05-04T13:52:34+00:00,,253,1020606754
position_lat,38.7880948651582,deg,0,462759997
position_long,-77.05261515453458,deg,1,-919273506
distance,1.31262,km,5,131262
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.2652,km/h,73,3.407
speed,12.2652,km/h,6,3407
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,145,bpm,3,145
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.9183959960938,c/hr,1,802.9183959960938
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.87567138671875,runEco,10,134.87567138671875
timestamp,2022-05-04T13:52:35+00:00,,253,1020606755
position_lat,38.78806829452515,deg,0,462759680
position_long,-77.0526326727122,deg,1,-919273715
distance,1.31594,km,5,131594
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.2652,km/h,73,3.407
speed,12.2652,km/h,6,3407
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.9183959960938,c/hr,1,802.9183959960938
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.88729858398438,runEco,10,134.88729858398438
timestamp,2022-05-04T13:52:36+00:00,,253,1020606756
position_lat,38.78804205916822,deg,0,462759367
position_long,-77.05265178345144,deg,1,-919273943
distance,1.3193,km,5,131930
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.2652,km/h,73,3.407
speed,12.2652,km/h,6,3407
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.9183959960938,c/hr,1,802.9183959960938
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.90921020507812,runEco,10,134.90921020507812
timestamp,2022-05-04T13:52:37+00:00,,253,1020606757
position_lat,38.788015907630324,deg,0,462759055
position_long,-77.05266905017197,deg,1,-919274149
distance,1.32256,km,5,132256
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.2652,km/h,73,3.407
speed,12.2652,km/h,6,3407
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,145,bpm,3,145
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.9183959960938,c/hr,1,802.9183959960938
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7887645959854126,runEco,9,1.7887645959854126
frnrRE,134.90963745117188,runEco,10,134.90963745117188
timestamp,2022-05-04T13:52:38+00:00,,253,1020606758
position_lat,38.78799134865403,deg,0,462758762
position_long,-77.05268925055861,deg,1,-919274390
distance,1.3257999999999999,km,5,132580
enhanced_altitude,-12.800000000000011,m,78,-12.800000000000011
altitude,-12.800000000000011,m,2,2436
enhanced_speed,12.294,km/h,73,3.415
speed,12.294,km/h,6,3415
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.9183959960938,c/hr,1,802.9183959960938
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7887645959854126,runEco,9,1.7887645959854126
frnrRE,134.92611694335938,runEco,10,134.92611694335938
timestamp,2022-05-04T13:52:39+00:00,,253,1020606759
position_lat,38.78796528093517,deg,0,462758451
position_long,-77.05270609818399,deg,1,-919274591
distance,1.32905,km,5,132905
enhanced_altitude,-12.800000000000011,m,78,-12.800000000000011
altitude,-12.800000000000011,m,2,2436
enhanced_speed,12.294,km/h,73,3.415
speed,12.294,km/h,6,3415
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,835.1239013671875,c/hr,1,835.1239013671875
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7887645959854126,runEco,9,1.7887645959854126
frnrRE,134.9263458251953,runEco,10,134.9263458251953
timestamp,2022-05-04T13:52:40+00:00,,253,1020606760
position_lat,38.78793929703534,deg,0,462758141
position_long,-77.0527243707329,deg,1,-919274809
distance,1.3323399999999999,km,5,133234
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.294,km/h,73,3.415
speed,12.294,km/h,6,3415
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,835.1239013671875,c/hr,1,835.1239013671875
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.92454528808594,runEco,10,134.92454528808594
timestamp,2022-05-04T13:52:41+00:00,,253,1020606761
position_lat,38.78791373223066,deg,0,462757836
position_long,-77.0527420565486,deg,1,-919275020
distance,1.3355599999999999,km,5,133556
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,835.1239013671875,c/hr,1,835.1239013671875
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.9237823486328,runEco,10,134.9237823486328
timestamp,2022-05-04T13:52:42+00:00,,253,1020606762
position_lat,38.78789001144469,deg,0,462757553
position_long,-77.05276074819267,deg,1,-919275243
distance,1.3386500000000001,km,5,133865
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,835.1239013671875,c/hr,1,835.1239013671875
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7838772535324097,runEco,9,1.7838772535324097
frnrRE,134.9270477294922,runEco,10,134.9270477294922
timestamp,2022-05-04T13:52:43+00:00,,253,1020606763
position_lat,38.78786486573517,deg,0,462757253
position_long,-77.05277818255126,deg,1,-919275451
distance,1.3418299999999999,km,5,134183
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,141,bpm,3,141
cadence,90,rpm,4,90
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,835.1239013671875,c/hr,1,835.1239013671875
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7789899110794067,runEco,9,1.7789899110794067
frnrRE,134.92323303222656,runEco,10,134.92323303222656
timestamp,2022-05-04T13:52:44+00:00,,253,1020606764
position_lat,38.78784181550145,deg,0,462756978
position_long,-77.05279813148081,deg,1,-919275689
distance,1.3449200000000001,km,5,134492
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.2256,km/h,73,3.396
speed,12.2256,km/h,6,3396
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,140,bpm,3,140
cadence,90,rpm,4,90
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.3306274414062,c/hr,1,802.3306274414062
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7789899110794067,runEco,9,1.7789899110794067
frnrRE,134.90733337402344,runEco,10,134.90733337402344
timestamp,2022-05-04T13:52:45+00:00,,253,1020606765
position_lat,38.787817088887095,deg,0,462756683
position_long,-77.0528181642294,deg,1,-919275928
distance,1.34816,km,5,134816
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.2256,km/h,73,3.396
speed,12.2256,km/h,6,3396
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.3306274414062,c/hr,1,802.3306274414062
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.8995819091797,runEco,10,134.8995819091797
timestamp,2022-05-04T13:52:46+00:00,,253,1020606766
position_lat,38.78779336810112,deg,0,462756400
position_long,-77.05283861607313,deg,1,-919276172
distance,1.35134,km,5,135134
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.193200000000001,km/h,73,3.387
speed,12.193200000000001,km/h,6,3387
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.3306274414062,c/hr,1,802.3306274414062
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,134.8828125,runEco,10,134.8828125
timestamp,2022-05-04T13:52:47+00:00,,253,1020606767
position_lat,38.78776662983,deg,0,462756081
position_long,-77.05285814590752,deg,1,-919276405
distance,1.35476,km,5,135476
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1608,km/h,73,3.378
speed,12.1608,km/h,6,3378
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.3306274414062,c/hr,1,802.3306274414062
rE,125.08647155761719,runEco,2,125.08647155761719
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,134.88116455078125,runEco,10,134.88116455078125
timestamp,2022-05-04T13:52:48+00:00,,253,1020606768
position_lat,38.7877407297492,deg,0,462755772
position_long,-77.05287767574191,deg,1,-919276638
distance,1.3580999999999999,km,5,135810
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1608,km/h,73,3.378
speed,12.1608,km/h,6,3378
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,802.3306274414062,c/hr,1,802.3306274414062
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,134.87351989746094,runEco,10,134.87351989746094
timestamp,2022-05-04T13:52:49+00:00,,253,1020606769
position_lat,38.78771172836423,deg,0,462755426
position_long,-77.05289712175727,deg,1,-919276870
distance,1.36173,km,5,136173
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,817.8076171875,c/hr,1,817.8076171875
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,134.88983154296875,runEco,10,134.88983154296875
timestamp,2022-05-04T13:52:50+00:00,,253,1020606770
position_lat,38.78768381662667,deg,0,462755093
position_long,-77.0529196690768,deg,1,-919277139
distance,1.3654000000000002,km,5,136540
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,817.8076171875,c/hr,1,817.8076171875
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,134.8980712890625,runEco,10,134.8980712890625
timestamp,2022-05-04T13:52:51+00:00,,253,1020606771
position_lat,38.787655821070075,deg,0,462754759
position_long,-77.0529421325773,deg,1,-919277407
distance,1.36907,km,5,136907
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,817.8076171875,c/hr,1,817.8076171875
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,134.93502807617188,runEco,10,134.93502807617188
timestamp,2022-05-04T13:52:52+00:00,,253,1020606772
position_lat,38.787629418075085,deg,0,462754444
position_long,-77.05296467989683,deg,1,-919277676
distance,1.37259,km,5,137259
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,817.8076171875,c/hr,1,817.8076171875
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,134.9757537841797,runEco,10,134.9757537841797
timestamp,2022-05-04T13:52:53+00:00,,253,1020606773
position_lat,38.78760242834687,deg,0,462754122
position_long,-77.05298923887312,deg,1,-919277969
distance,1.3762699999999999,km,5,137627
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,817.8076171875,c/hr,1,817.8076171875
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,135.01629638671875,runEco,10,135.01629638671875
timestamp,2022-05-04T13:52:54+00:00,,253,1020606774
position_lat,38.787576192989945,deg,0,462753809
position_long,-77.05301187001169,deg,1,-919278239
distance,1.37978,km,5,137978
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,142,bpm,3,142
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,801.7584228515625,c/hr,1,801.7584228515625
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.764327883720398,runEco,9,1.764327883720398
frnrRE,135.04190063476562,runEco,10,135.04190063476562
timestamp,2022-05-04T13:52:55+00:00,,253,1020606775
position_lat,38.78754769451916,deg,0,462753469
position_long,-77.05303416587412,deg,1,-919278505
distance,1.38349,km,5,138349
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.1248,km/h,73,3.368
speed,12.1248,km/h,6,3368
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,141,bpm,3,141
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,801.7584228515625,c/hr,1,801.7584228515625
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,135.08340454101562,runEco,10,135.08340454101562
timestamp,2022-05-04T13:52:56+00:00,,253,1020606776
position_lat,38.787519950419664,deg,0,462753138
position_long,-77.053052354604,deg,1,-919278722
distance,1.3869500000000001,km,5,138695
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.1608,km/h,73,3.378
speed,12.1608,km/h,6,3378
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,141,bpm,3,141
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,801.7584228515625,c/hr,1,801.7584228515625
rE,121.20843505859375,runEco,2,121.20843505859375
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,135.10198974609375,runEco,10,135.10198974609375
timestamp,2022-05-04T13:52:57+00:00,,253,1020606777
